Supplier_Name,Part_Number,Price_USD,PO_Number,PO_Created_Date,Original_Promise_Date,Supplier_Delivered_Date,Delivery_Speed_Days,Delay_Days,On_Time_Delivery,Year
Supplier A,PART-0017,136.43,PO-402915,2024-02-26,2024-03-03,2024-03-01,4,-2,1,2024
Supplier A,PART-0025,109.8,PO-402916,2025-02-21,2025-02-25,2025-02-22,1,-3,1,2025
Supplier B,PART-0039,65.01,PO-402917,2024-12-23,2024-12-28,2024-12-24,1,-4,1,2024
Supplier C,PART-0034,184.5,PO-402918,2025-08-15,2025-08-28,2025-08-29,14,1,0,2025
Supplier B,PART-0014,342.19,PO-402919,2025-01-13,2025-02-04,2025-02-15,33,11,0,2025
Supplier C,PART-0006,341.69,PO-402920,2024-01-07,2024-01-22,2024-02-05,29,14,0,2024
Supplier A,PART-0076,353.21,PO-402921,2025-02-15,2025-03-02,2025-03-05,18,3,0,2025
Supplier C,PART-0043,228.78,PO-402922,2024-02-15,2024-03-02,2024-03-10,24,8,0,2024
Supplier A,PART-0031,51.49,PO-402923,2024-07-21,2024-07-25,2024-07-22,1,-3,1,2024
Supplier A,PART-0036,333.18,PO-402924,2024-08-13,2024-08-30,2024-09-11,29,12,0,2024
Supplier A,PART-0028,60.08,PO-402925,2025-09-16,2025-09-20,2025-09-19,3,-1,1,2025
Supplier A,PART-0014,105.9,PO-402926,2024-04-03,2024-04-09,2024-04-05,2,-4,1,2024
Supplier B,PART-0025,300.72,PO-402927,2025-01-31,2025-02-18,2025-03-03,31,13,0,2025
Supplier B,PART-0092,370.07,PO-402928,2025-04-25,2025-05-15,2025-05-18,23,3,0,2025
Supplier C,PART-0088,85.99,PO-402929,2025-06-11,2025-06-14,2025-06-10,-1,-4,1,2025
Supplier B,PART-0052,62.36,PO-402930,2025-08-11,2025-08-14,2025-08-13,2,-1,1,2025
Supplier C,PART-0050,389.66,PO-402931,2024-04-13,2024-04-28,2024-05-02,19,4,0,2024
Supplier C,PART-0049,269.31,PO-402932,2025-11-28,2025-12-23,2025-12-28,30,5,0,2025
Supplier C,PART-0044,331.74,PO-402933,2024-09-03,2024-09-17,2024-09-30,27,13,0,2024
Supplier A,PART-0086,188.36,PO-402934,2024-03-29,2024-04-09,2024-04-22,24,13,0,2024
Supplier C,PART-0036,305.85,PO-402935,2024-08-18,2024-09-06,2024-09-12,25,6,0,2024
Supplier A,PART-0025,69.8,PO-402936,2025-08-06,2025-08-11,2025-08-10,4,-1,1,2025
Supplier B,PART-0084,192.5,PO-402937,2025-05-02,2025-05-16,2025-05-18,16,2,0,2025
Supplier C,PART-0002,301.16,PO-402938,2025-03-31,2025-04-19,2025-04-22,22,3,0,2025
Supplier B,PART-0076,288.87,PO-402939,2025-07-26,2025-08-06,2025-08-10,15,4,0,2025
Supplier A,PART-0006,111.58,PO-402940,2024-11-22,2024-11-27,2024-11-25,3,-2,1,2024
Supplier A,PART-0035,388.52,PO-402941,2025-05-28,2025-06-18,2025-07-02,35,14,0,2025
Supplier A,PART-0071,185.62,PO-402942,2024-07-12,2024-07-29,2024-08-05,24,7,0,2024
Supplier A,PART-0099,253.67,PO-402943,2025-01-24,2025-02-16,2025-03-03,38,15,0,2025
Supplier B,PART-0002,172.96,PO-402944,2025-03-18,2025-04-08,2025-04-11,24,3,0,2025
Supplier B,PART-0040,63.4,PO-402945,2024-11-13,2024-11-16,2024-11-16,3,0,1,2024
Supplier A,PART-0094,338.92,PO-402946,2025-05-05,2025-05-16,2025-05-27,22,11,0,2025
Supplier B,PART-0044,80.65,PO-402947,2024-12-14,2024-12-17,2024-12-13,-1,-4,1,2024
Supplier A,PART-0095,283.22,PO-402948,2025-09-22,2025-10-12,2025-10-20,28,8,0,2025
Supplier C,PART-0007,167.45,PO-402949,2024-10-20,2024-11-13,2024-11-20,31,7,0,2024
Supplier B,PART-0021,261.45,PO-402950,2024-12-23,2025-01-17,2025-01-18,26,1,0,2024
Supplier A,PART-0091,192.01,PO-402951,2024-03-03,2024-03-26,2024-04-10,38,15,0,2024
Supplier A,PART-0014,115.88,PO-402952,2024-10-28,2024-11-01,2024-10-30,2,-2,1,2024
Supplier B,PART-0074,205.93,PO-402953,2024-02-06,2024-02-25,2024-03-01,24,5,0,2024
Supplier A,PART-0094,196.54,PO-402954,2024-01-05,2024-01-18,2024-01-20,15,2,0,2024
Supplier C,PART-0027,280.49,PO-402955,2025-12-07,2025-12-17,2025-12-19,12,2,0,2025
Supplier B,PART-0027,175.46,PO-402956,2025-05-09,2025-05-31,2025-06-07,29,7,0,2025
Supplier A,PART-0046,376.49,PO-402957,2025-04-18,2025-04-30,2025-05-04,16,4,0,2025
Supplier B,PART-0010,337.24,PO-402958,2024-06-08,2024-06-20,2024-06-23,15,3,0,2024
Supplier C,PART-0061,162.12,PO-402959,2025-09-29,2025-10-15,2025-10-18,19,3,0,2025
Supplier B,PART-0002,165.96,PO-402960,2025-02-25,2025-03-10,2025-03-22,25,12,0,2025
Supplier A,PART-0038,388.88,PO-402961,2025-03-16,2025-03-29,2025-04-10,25,12,0,2025
Supplier C,PART-0001,223.91,PO-402962,2025-08-18,2025-09-08,2025-09-22,35,14,0,2025
Supplier A,PART-0097,190.39,PO-402963,2025-07-05,2025-07-15,2025-07-20,15,5,0,2025
Supplier C,PART-0013,391.69,PO-402964,2024-03-10,2024-03-28,2024-03-30,20,2,0,2024
Supplier B,PART-0092,221.23,PO-402965,2025-09-19,2025-09-30,2025-10-13,24,13,0,2025
Supplier C,PART-0030,387.71,PO-402966,2024-08-16,2024-09-05,2024-09-09,24,4,0,2024
Supplier C,PART-0062,390.55,PO-402967,2025-10-19,2025-11-06,2025-11-20,32,14,0,2025
Supplier B,PART-0044,133.28,PO-402968,2024-12-30,2025-01-05,2025-01-02,3,-3,1,2024
Supplier C,PART-0062,203.95,PO-402969,2025-11-24,2025-12-11,2025-12-17,23,6,0,2025
Supplier B,PART-0064,79.48,PO-402970,2024-12-16,2024-12-23,2024-12-19,3,-4,1,2024
Supplier C,PART-0081,73.48,PO-402971,2024-01-15,2024-01-21,2024-01-20,5,-1,1,2024
Supplier A,PART-0069,298.72,PO-402972,2024-08-03,2024-08-17,2024-08-30,27,13,0,2024
Supplier B,PART-0093,356.0,PO-402973,2024-12-02,2024-12-16,2024-12-25,23,9,0,2024
Supplier B,PART-0019,172.58,PO-402974,2025-03-18,2025-03-29,2025-04-08,21,10,0,2025
Supplier A,PART-0060,379.31,PO-402975,2025-10-16,2025-11-08,2025-11-22,37,14,0,2025
Supplier C,PART-0061,362.62,PO-402976,2025-03-28,2025-04-07,2025-04-09,12,2,0,2025
Supplier B,PART-0005,318.2,PO-402977,2024-07-15,2024-07-30,2024-07-31,16,1,0,2024
Supplier C,PART-0044,203.91,PO-402978,2024-07-03,2024-07-28,2024-08-06,34,9,0,2024
Supplier A,PART-0085,197.83,PO-402979,2024-10-26,2024-11-15,2024-11-26,31,11,0,2024
Supplier C,PART-0079,60.57,PO-402980,2025-03-08,2025-03-11,2025-03-10,2,-1,1,2025
Supplier A,PART-0070,347.02,PO-402981,2024-12-15,2025-01-03,2025-01-06,22,3,0,2024
Supplier B,PART-0048,138.51,PO-402982,2025-03-05,2025-03-10,2025-03-07,2,-3,1,2025
Supplier A,PART-0007,58.67,PO-402983,2025-06-03,2025-06-09,2025-06-05,2,-4,1,2025
Supplier C,PART-0023,293.14,PO-402984,2024-07-07,2024-07-22,2024-07-27,20,5,0,2024
Supplier B,PART-0016,191.56,PO-402985,2024-06-28,2024-07-15,2024-07-25,27,10,0,2024
Supplier B,PART-0010,201.19,PO-402986,2024-09-29,2024-10-24,2024-11-01,33,8,0,2024
Supplier B,PART-0081,391.45,PO-402987,2025-09-11,2025-09-23,2025-09-25,14,2,0,2025
Supplier C,PART-0027,324.08,PO-402988,2024-03-12,2024-04-04,2024-04-17,36,13,0,2024
Supplier B,PART-0053,125.64,PO-402989,2024-02-19,2024-02-25,2024-02-21,2,-4,1,2024
Supplier A,PART-0069,246.12,PO-402990,2025-01-25,2025-02-11,2025-02-19,25,8,0,2025
Supplier B,PART-0049,126.16,PO-402991,2024-08-09,2024-08-12,2024-08-11,2,-1,1,2024
Supplier C,PART-0097,134.65,PO-402992,2024-07-26,2024-07-31,2024-07-26,0,-5,1,2024
Supplier C,PART-0087,144.24,PO-402993,2025-05-18,2025-05-22,2025-05-20,2,-2,1,2025
Supplier C,PART-0069,130.08,PO-402994,2024-06-12,2024-06-18,2024-06-17,5,-1,1,2024
Supplier B,PART-0075,333.99,PO-402995,2024-09-04,2024-09-19,2024-10-02,28,13,0,2024
Supplier C,PART-0094,82.12,PO-402996,2024-03-30,2024-04-04,2024-04-02,3,-2,1,2024
Supplier A,PART-0029,136.81,PO-402997,2025-11-03,2025-11-08,2025-11-06,3,-2,1,2025
Supplier C,PART-0026,352.62,PO-402998,2024-03-09,2024-03-25,2024-04-05,27,11,0,2024
Supplier B,PART-0027,177.05,PO-402999,2024-01-31,2024-02-10,2024-02-15,15,5,0,2024
Supplier C,PART-0098,77.4,PO-403000,2024-10-25,2024-10-30,2024-10-25,0,-5,1,2024
Supplier C,PART-0017,203.21,PO-403001,2024-05-26,2024-06-14,2024-06-18,23,4,0,2024
Supplier A,PART-0077,198.67,PO-403002,2024-01-20,2024-02-02,2024-02-04,15,2,0,2024
Supplier A,PART-0026,78.06,PO-403003,2024-09-16,2024-09-20,2024-09-17,1,-3,1,2024
Supplier C,PART-0063,334.47,PO-403004,2024-11-24,2024-12-12,2024-12-21,27,9,0,2024
Supplier A,PART-0026,131.48,PO-403005,2025-11-27,2025-12-04,2025-12-01,4,-3,1,2025
Supplier B,PART-0099,292.97,PO-403006,2025-01-03,2025-01-18,2025-02-01,29,14,0,2025
Supplier A,PART-0058,329.63,PO-403007,2024-11-02,2024-11-27,2024-12-07,35,10,0,2024
Supplier A,PART-0019,92.19,PO-403008,2024-02-12,2024-02-15,2024-02-15,3,0,1,2024
Supplier C,PART-0087,52.35,PO-403009,2024-09-13,2024-09-20,2024-09-17,4,-3,1,2024
Supplier C,PART-0020,324.17,PO-403010,2025-02-06,2025-02-23,2025-02-28,22,5,0,2025
Supplier B,PART-0060,129.1,PO-403011,2025-07-29,2025-08-05,2025-08-03,5,-2,1,2025
Supplier C,PART-0064,331.17,PO-403012,2025-10-02,2025-10-19,2025-10-20,18,1,0,2025
Supplier B,PART-0054,145.32,PO-403013,2025-01-05,2025-01-12,2025-01-10,5,-2,1,2025
Supplier B,PART-0008,237.15,PO-403014,2025-11-06,2025-11-21,2025-12-03,27,12,0,2025
Supplier B,PART-0040,115.67,PO-403015,2024-01-08,2024-01-14,2024-01-12,4,-2,1,2024
Supplier B,PART-0049,57.62,PO-403016,2025-02-06,2025-02-12,2025-02-10,4,-2,1,2025
Supplier B,PART-0030,273.56,PO-403017,2025-06-25,2025-07-11,2025-07-21,26,10,0,2025
Supplier B,PART-0006,305.78,PO-403018,2024-08-11,2024-08-30,2024-09-03,23,4,0,2024
Supplier C,PART-0024,208.46,PO-403019,2025-07-03,2025-07-23,2025-07-24,21,1,0,2025
Supplier B,PART-0033,165.08,PO-403020,2025-06-02,2025-06-13,2025-06-15,13,2,0,2025
Supplier A,PART-0008,94.04,PO-403021,2024-11-18,2024-11-25,2024-11-24,6,-1,1,2024
Supplier C,PART-0005,395.05,PO-403022,2024-10-17,2024-11-09,2024-11-22,36,13,0,2024
Supplier A,PART-0009,75.36,PO-403023,2025-11-25,2025-12-01,2025-11-26,1,-5,1,2025
Supplier A,PART-0097,248.72,PO-403024,2025-10-12,2025-10-27,2025-10-28,16,1,0,2025
Supplier C,PART-0005,261.77,PO-403025,2024-10-26,2024-11-17,2024-11-21,26,4,0,2024
Supplier B,PART-0016,345.24,PO-403026,2024-10-19,2024-11-04,2024-11-08,20,4,0,2024
Supplier B,PART-0085,335.8,PO-403027,2025-11-29,2025-12-23,2025-12-28,29,5,0,2025
Supplier C,PART-0035,286.94,PO-403028,2024-07-12,2024-07-31,2024-08-04,23,4,0,2024
Supplier A,PART-0060,177.14,PO-403029,2025-11-16,2025-12-08,2025-12-16,30,8,0,2025
Supplier B,PART-0011,315.06,PO-403030,2024-02-26,2024-03-16,2024-03-19,22,3,0,2024
Supplier C,PART-0032,322.72,PO-403031,2024-06-17,2024-07-02,2024-07-04,17,2,0,2024
Supplier A,PART-0047,183.43,PO-403032,2024-08-04,2024-08-16,2024-08-18,14,2,0,2024
Supplier C,PART-0064,297.37,PO-403033,2024-07-27,2024-08-18,2024-08-24,28,6,0,2024
Supplier C,PART-0024,227.39,PO-403034,2025-05-02,2025-05-25,2025-05-27,25,2,0,2025
Supplier A,PART-0095,181.74,PO-403035,2025-12-13,2025-12-29,2026-01-05,23,7,0,2025
Supplier B,PART-0045,62.61,PO-403036,2025-05-28,2025-06-03,2025-05-29,1,-5,1,2025
Supplier A,PART-0003,112.5,PO-403037,2025-03-01,2025-03-05,2025-03-02,1,-3,1,2025
Supplier C,PART-0092,75.6,PO-403038,2024-12-29,2025-01-02,2024-12-31,2,-2,1,2024
Supplier C,PART-0089,137.07,PO-403039,2024-03-27,2024-03-31,2024-03-27,0,-4,1,2024
Supplier C,PART-0029,301.86,PO-403040,2024-08-03,2024-08-17,2024-08-18,15,1,0,2024
Supplier B,PART-0045,91.89,PO-403041,2024-07-21,2024-07-26,2024-07-22,1,-4,1,2024
Supplier A,PART-0078,313.79,PO-403042,2024-11-26,2024-12-16,2024-12-24,28,8,0,2024
Supplier C,PART-0016,291.27,PO-403043,2025-12-15,2026-01-05,2026-01-20,36,15,0,2025
Supplier C,PART-0033,316.56,PO-403044,2025-01-31,2025-02-19,2025-03-04,32,13,0,2025
Supplier C,PART-0041,254.15,PO-403045,2025-09-17,2025-10-01,2025-10-07,20,6,0,2025
Supplier B,PART-0034,102.27,PO-403046,2025-04-21,2025-04-26,2025-04-23,2,-3,1,2025
Supplier B,PART-0072,185.78,PO-403047,2024-01-15,2024-02-07,2024-02-14,30,7,0,2024
Supplier C,PART-0001,319.15,PO-403048,2025-10-28,2025-11-08,2025-11-23,26,15,0,2025
Supplier C,PART-0082,63.74,PO-403049,2025-02-22,2025-02-25,2025-02-22,0,-3,1,2025
Supplier B,PART-0092,268.59,PO-403050,2024-05-19,2024-06-11,2024-06-26,38,15,0,2024
Supplier B,PART-0066,91.83,PO-403051,2025-02-05,2025-02-10,2025-02-06,1,-4,1,2025
Supplier C,PART-0020,244.55,PO-403052,2025-12-25,2026-01-11,2026-01-18,24,7,0,2025
Supplier B,PART-0051,60.61,PO-403053,2025-03-28,2025-03-31,2025-03-27,-1,-4,1,2025
Supplier B,PART-0017,325.41,PO-403054,2025-11-24,2025-12-09,2025-12-14,20,5,0,2025
Supplier B,PART-0054,87.15,PO-403055,2025-05-27,2025-06-02,2025-06-02,6,0,1,2025
Supplier B,PART-0075,296.31,PO-403056,2024-04-04,2024-04-14,2024-04-20,16,6,0,2024
Supplier C,PART-0030,383.1,PO-403057,2025-05-19,2025-06-08,2025-06-19,31,11,0,2025
Supplier B,PART-0003,178.94,PO-403058,2024-09-17,2024-10-02,2024-10-04,17,2,0,2024
Supplier C,PART-0034,274.34,PO-403059,2025-12-08,2025-12-21,2025-12-26,18,5,0,2025
Supplier B,PART-0083,271.75,PO-403060,2025-08-25,2025-09-14,2025-09-15,21,1,0,2025
Supplier A,PART-0053,295.76,PO-403061,2024-12-21,2025-01-07,2025-01-14,24,7,0,2024
Supplier C,PART-0055,257.08,PO-403062,2024-04-21,2024-05-16,2024-05-29,38,13,0,2024
Supplier C,PART-0033,163.08,PO-403063,2025-07-16,2025-07-28,2025-07-29,13,1,0,2025
Supplier C,PART-0087,51.06,PO-403064,2024-05-25,2024-05-28,2024-05-24,-1,-4,1,2024
Supplier C,PART-0063,246.23,PO-403065,2024-06-24,2024-07-09,2024-07-12,18,3,0,2024
Supplier C,PART-0097,117.27,PO-403066,2024-12-03,2024-12-09,2024-12-09,6,0,1,2024
Supplier B,PART-0068,284.03,PO-403067,2025-02-13,2025-03-10,2025-03-23,38,13,0,2025
Supplier A,PART-0059,283.06,PO-403068,2024-06-16,2024-07-03,2024-07-17,31,14,0,2024
Supplier C,PART-0058,303.47,PO-403069,2025-12-09,2025-12-20,2026-01-04,26,15,0,2025
Supplier C,PART-0033,264.42,PO-403070,2024-04-25,2024-05-12,2024-05-23,28,11,0,2024
Supplier A,PART-0030,93.07,PO-403071,2024-05-25,2024-05-29,2024-05-28,3,-1,1,2024
Supplier C,PART-0046,167.04,PO-403072,2024-12-02,2024-12-12,2024-12-25,23,13,0,2024
Supplier A,PART-0001,120.78,PO-403073,2025-02-01,2025-02-06,2025-02-05,4,-1,1,2025
Supplier A,PART-0081,280.84,PO-403074,2024-07-08,2024-07-27,2024-08-09,32,13,0,2024
Supplier B,PART-0096,317.19,PO-403075,2025-03-11,2025-03-23,2025-03-28,17,5,0,2025
Supplier B,PART-0038,109.48,PO-403076,2025-12-03,2025-12-09,2025-12-06,3,-3,1,2025
Supplier C,PART-0095,105.58,PO-403077,2025-10-01,2025-10-04,2025-10-01,0,-3,1,2025
Supplier B,PART-0055,93.17,PO-403078,2025-01-15,2025-01-19,2025-01-18,3,-1,1,2025
Supplier C,PART-0043,322.46,PO-403079,2024-09-27,2024-10-11,2024-10-24,27,13,0,2024
Supplier B,PART-0055,84.37,PO-403080,2024-01-06,2024-01-12,2024-01-10,4,-2,1,2024
Supplier B,PART-0082,267.36,PO-403081,2025-06-12,2025-07-02,2025-07-17,35,15,0,2025
Supplier A,PART-0019,92.5,PO-403082,2025-03-15,2025-03-19,2025-03-14,-1,-5,1,2025
Supplier C,PART-0024,398.26,PO-403083,2024-08-15,2024-08-31,2024-09-14,30,14,0,2024
Supplier B,PART-0088,210.61,PO-403084,2024-03-06,2024-03-20,2024-03-22,16,2,0,2024
Supplier C,PART-0040,341.97,PO-403085,2024-02-15,2024-03-09,2024-03-10,24,1,0,2024
Supplier C,PART-0093,54.21,PO-403086,2025-12-02,2025-12-08,2025-12-04,2,-4,1,2025
Supplier C,PART-0050,310.81,PO-403087,2024-04-17,2024-05-04,2024-05-07,20,3,0,2024
Supplier A,PART-0020,120.03,PO-403088,2025-09-23,2025-09-29,2025-09-29,6,0,1,2025
Supplier A,PART-0064,288.65,PO-403089,2025-01-31,2025-02-17,2025-02-23,23,6,0,2025
Supplier C,PART-0074,96.71,PO-403090,2025-11-01,2025-11-05,2025-11-01,0,-4,1,2025
Supplier B,PART-0003,320.27,PO-403091,2024-01-09,2024-01-28,2024-02-10,32,13,0,2024
Supplier A,PART-0064,167.18,PO-403092,2024-11-22,2024-12-14,2024-12-27,35,13,0,2024
Supplier C,PART-0055,269.39,PO-403093,2025-07-16,2025-08-09,2025-08-14,29,5,0,2025
Supplier A,PART-0091,165.76,PO-403094,2025-05-03,2025-05-25,2025-06-03,31,9,0,2025
Supplier A,PART-0089,314.0,PO-403095,2024-11-10,2024-11-27,2024-12-01,21,4,0,2024
Supplier C,PART-0038,195.94,PO-403096,2024-10-06,2024-10-28,2024-11-03,28,6,0,2024
Supplier B,PART-0069,227.95,PO-403097,2025-01-23,2025-02-10,2025-02-24,32,14,0,2025
Supplier B,PART-0065,129.12,PO-403098,2024-11-08,2024-11-14,2024-11-13,5,-1,1,2024
Supplier C,PART-0081,122.73,PO-403099,2024-12-01,2024-12-04,2024-12-01,0,-3,1,2024
Supplier A,PART-0088,196.98,PO-403100,2025-08-19,2025-09-07,2025-09-22,34,15,0,2025
Supplier B,PART-0081,375.41,PO-403101,2025-05-27,2025-06-12,2025-06-27,31,15,0,2025
Supplier A,PART-0035,387.91,PO-403102,2025-08-21,2025-09-08,2025-09-23,33,15,0,2025
Supplier A,PART-0061,301.01,PO-403103,2025-02-20,2025-03-07,2025-03-18,26,11,0,2025
Supplier B,PART-0034,106.08,PO-403104,2024-01-02,2024-01-09,2024-01-05,3,-4,1,2024
Supplier B,PART-0015,288.99,PO-403105,2024-01-16,2024-01-30,2024-02-03,18,4,0,2024
Supplier C,PART-0017,230.21,PO-403106,2025-02-03,2025-02-17,2025-03-03,28,14,0,2025
Supplier A,PART-0030,59.83,PO-403107,2024-02-06,2024-02-13,2024-02-08,2,-5,1,2024
Supplier C,PART-0046,216.32,PO-403108,2024-04-17,2024-05-03,2024-05-15,28,12,0,2024
Supplier C,PART-0085,112.88,PO-403109,2024-11-04,2024-11-08,2024-11-04,0,-4,1,2024
Supplier B,PART-0059,144.11,PO-403110,2025-03-10,2025-03-14,2025-03-13,3,-1,1,2025
Supplier C,PART-0095,94.71,PO-403111,2025-06-24,2025-06-28,2025-06-23,-1,-5,1,2025
Supplier B,PART-0094,309.98,PO-403112,2025-06-07,2025-06-18,2025-06-26,19,8,0,2025
Supplier B,PART-0042,63.55,PO-403113,2024-08-26,2024-08-29,2024-08-26,0,-3,1,2024
Supplier A,PART-0056,397.3,PO-403114,2025-02-06,2025-02-26,2025-03-01,23,3,0,2025
Supplier A,PART-0013,77.08,PO-403115,2024-10-17,2024-10-21,2024-10-20,3,-1,1,2024
Supplier A,PART-0005,56.07,PO-403116,2025-07-28,2025-07-31,2025-07-30,2,-1,1,2025
Supplier B,PART-0031,164.01,PO-403117,2024-03-22,2024-04-08,2024-04-12,21,4,0,2024
Supplier C,PART-0030,211.33,PO-403118,2025-09-21,2025-10-11,2025-10-12,21,1,0,2025
Supplier B,PART-0039,137.25,PO-403119,2025-01-17,2025-01-24,2025-01-19,2,-5,1,2025
Supplier C,PART-0029,358.28,PO-403120,2025-07-29,2025-08-11,2025-08-24,26,13,0,2025
Supplier C,PART-0067,50.98,PO-403121,2024-04-30,2024-05-07,2024-05-03,3,-4,1,2024
Supplier C,PART-0043,316.52,PO-403122,2025-04-06,2025-05-01,2025-05-13,37,12,0,2025
Supplier C,PART-0079,126.49,PO-403123,2025-06-30,2025-07-03,2025-07-02,2,-1,1,2025
Supplier C,PART-0042,385.59,PO-403124,2025-06-29,2025-07-18,2025-07-26,27,8,0,2025
Supplier C,PART-0003,215.62,PO-403125,2025-10-17,2025-10-31,2025-11-12,26,12,0,2025
Supplier A,PART-0035,323.48,PO-403126,2024-04-07,2024-04-28,2024-04-29,22,1,0,2024
Supplier B,PART-0042,83.7,PO-403127,2024-03-26,2024-04-01,2024-04-01,6,0,1,2024
Supplier A,PART-0002,141.48,PO-403128,2024-10-01,2024-10-06,2024-10-01,0,-5,1,2024
Supplier C,PART-0001,323.36,PO-403129,2025-09-26,2025-10-13,2025-10-18,22,5,0,2025
Supplier B,PART-0053,86.09,PO-403130,2024-01-13,2024-01-19,2024-01-15,2,-4,1,2024
Supplier A,PART-0068,351.25,PO-403131,2024-09-06,2024-09-23,2024-10-02,26,9,0,2024
Supplier C,PART-0028,255.57,PO-403132,2024-08-23,2024-09-07,2024-09-08,16,1,0,2024
Supplier B,PART-0062,118.18,PO-403133,2024-01-23,2024-01-28,2024-01-27,4,-1,1,2024
Supplier B,PART-0084,326.66,PO-403134,2025-06-22,2025-07-06,2025-07-18,26,12,0,2025
Supplier B,PART-0097,390.33,PO-403135,2024-09-25,2024-10-19,2024-10-23,28,4,0,2024
Supplier A,PART-0017,73.68,PO-403136,2025-03-06,2025-03-09,2025-03-04,-2,-5,1,2025
Supplier C,PART-0086,71.9,PO-403137,2025-01-15,2025-01-20,2025-01-20,5,0,1,2025
Supplier B,PART-0031,326.18,PO-403138,2024-06-07,2024-06-28,2024-07-07,30,9,0,2024
Supplier B,PART-0084,280.81,PO-403139,2025-04-25,2025-05-16,2025-05-28,33,12,0,2025
Supplier C,PART-0001,293.07,PO-403140,2024-12-12,2024-12-30,2025-01-05,24,6,0,2024
Supplier A,PART-0003,126.04,PO-403141,2024-01-06,2024-01-13,2024-01-10,4,-3,1,2024
Supplier B,PART-0067,256.01,PO-403142,2024-01-22,2024-02-10,2024-02-11,20,1,0,2024
Supplier B,PART-0085,390.03,PO-403143,2024-08-16,2024-09-10,2024-09-18,33,8,0,2024
Supplier B,PART-0028,394.39,PO-403144,2025-02-10,2025-02-21,2025-02-27,17,6,0,2025
Supplier B,PART-0080,204.14,PO-403145,2025-04-04,2025-04-22,2025-04-26,22,4,0,2025
Supplier C,PART-0077,133.15,PO-403146,2025-08-04,2025-08-08,2025-08-06,2,-2,1,2025
Supplier A,PART-0019,110.6,PO-403147,2024-06-14,2024-06-17,2024-06-16,2,-1,1,2024
Supplier C,PART-0031,304.83,PO-403148,2024-04-06,2024-04-24,2024-05-08,32,14,0,2024
Supplier C,PART-0052,206.68,PO-403149,2024-07-23,2024-08-11,2024-08-24,32,13,0,2024
Supplier B,PART-0039,133.96,PO-403150,2024-11-04,2024-11-11,2024-11-08,4,-3,1,2024
Supplier B,PART-0090,374.57,PO-403151,2024-05-21,2024-06-12,2024-06-18,28,6,0,2024
Supplier A,PART-0002,89.38,PO-403152,2025-08-20,2025-08-25,2025-08-24,4,-1,1,2025
Supplier A,PART-0097,194.21,PO-403153,2025-01-20,2025-02-09,2025-02-18,29,9,0,2025
Supplier B,PART-0065,112.09,PO-403154,2025-09-15,2025-09-21,2025-09-17,2,-4,1,2025
Supplier C,PART-0034,347.62,PO-403155,2024-03-13,2024-03-25,2024-03-29,16,4,0,2024
Supplier B,PART-0094,236.28,PO-403156,2025-04-03,2025-04-17,2025-04-19,16,2,0,2025
Supplier C,PART-0006,185.88,PO-403157,2024-05-05,2024-05-30,2024-06-07,33,8,0,2024
Supplier A,PART-0083,279.19,PO-403158,2024-10-08,2024-10-30,2024-11-05,28,6,0,2024
Supplier B,PART-0017,360.78,PO-403159,2024-07-28,2024-08-11,2024-08-19,22,8,0,2024
Supplier C,PART-0069,50.66,PO-403160,2025-12-18,2025-12-22,2025-12-19,1,-3,1,2025
Supplier C,PART-0042,212.73,PO-403161,2025-03-19,2025-04-01,2025-04-16,28,15,0,2025
Supplier B,PART-0034,54.67,PO-403162,2025-06-06,2025-06-13,2025-06-11,5,-2,1,2025
Supplier B,PART-0061,64.36,PO-403163,2025-06-16,2025-06-23,2025-06-20,4,-3,1,2025
Supplier B,PART-0088,213.51,PO-403164,2025-02-18,2025-03-05,2025-03-09,19,4,0,2025
Supplier C,PART-0045,231.06,PO-403165,2024-09-30,2024-10-18,2024-10-27,27,9,0,2024
Supplier B,PART-0042,121.74,PO-403166,2025-10-17,2025-10-21,2025-10-20,3,-1,1,2025
Supplier C,PART-0039,231.11,PO-403167,2025-11-12,2025-11-28,2025-12-07,25,9,0,2025
Supplier A,PART-0016,57.7,PO-403168,2024-10-19,2024-10-22,2024-10-18,-1,-4,1,2024
Supplier B,PART-0008,337.07,PO-403169,2025-09-29,2025-10-10,2025-10-16,17,6,0,2025
Supplier B,PART-0003,386.23,PO-403170,2024-12-31,2025-01-19,2025-01-28,28,9,0,2024
Supplier C,PART-0050,223.91,PO-403171,2024-10-08,2024-10-21,2024-10-23,15,2,0,2024
Supplier C,PART-0021,221.48,PO-403172,2025-09-17,2025-09-30,2025-10-09,22,9,0,2025
Supplier C,PART-0076,115.73,PO-403173,2024-11-16,2024-11-19,2024-11-14,-2,-5,1,2024
Supplier A,PART-0070,178.13,PO-403174,2025-02-09,2025-03-06,2025-03-12,31,6,0,2025
Supplier C,PART-0034,346.43,PO-403175,2025-01-02,2025-01-23,2025-01-25,23,2,0,2025
Supplier C,PART-0073,122.35,PO-403176,2024-12-29,2025-01-01,2024-12-28,-1,-4,1,2024
Supplier A,PART-0082,306.51,PO-403177,2025-08-24,2025-09-03,2025-09-10,17,7,0,2025
Supplier A,PART-0031,72.47,PO-403178,2024-08-30,2024-09-02,2024-08-31,1,-2,1,2024
Supplier B,PART-0039,112.57,PO-403179,2024-10-23,2024-10-30,2024-10-27,4,-3,1,2024
